Device-ID/User-ID,Timestamp,Reminder Type,Scheduled Time,Reminder Sent (Yes/No),Acknowledged (Yes/No),Unnamed: 6
D8815,2025-01-22 04:14:00.000000,Hydration,07:30:00,Yes,Yes,
D8816,2025-01-28 06:49:00.000000,Medication,15:00:00,Yes,Yes,
D8817,2025-01-26 08:22:00.000000,Medication,20:00:00,No,No,
D8818,2025-01-06 06:58:00.000000,Hydration,16:30:00,Yes,Yes,
D8819,2025-01-18 01:22:00.000000,Hydration,07:30:00,Yes,Yes,
D8820,2025-01-13 21:58:00.000000,Hydration,20:30:00,Yes,No,
D8821,2025-01-09 11:05:00.000000,Hydration,17:00:00,Yes,Yes,
D8822,2025-01-04 09:00:00.000000,Appointment,09:00:00,Yes,Yes,
D8823,2025-01-30 15:48:00.000000,Medication,10:30:00,Yes,Yes,
D8824,2025-01-15 07:38:00.000000,Appointment,12:00:00,Yes,Yes,
D8825,2025-01-05 11:12:00.000000,Exercise,10:30:00,Yes,No,
D8826,2025-01-28 12:40:00.000000,Exercise,14:30:00,No,No,
D8827,2025-01-26 02:04:00.000000,Exercise,17:30:00,Yes,Yes,
D8828,2025-01-30 03:07:00.000000,Hydration,07:00:00,Yes,Yes,
D8829,2025-01-29 16:12:00.000000,Medication,15:00:00,Yes,Yes,
D8830,2025-01-06 11:17:00.000000,Exercise,10:30:00,No,No,
D8831,2025-01-28 11:21:00.000000,Hydration,21:00:00,No,No,
D8832,2025-01-03 03:11:00.000000,Hydration,19:00:00,No,No,
D8833,2025-01-19 03:14:00.000000,Appointment,13:00:00,No,No,
D8834,2025-01-17 14:33:00.000000,Appointment,12:00:00,Yes,No,
D8835,2025-01-28 14:16:00.000000,Exercise,07:30:00,Yes,Yes,
D8836,2025-01-02 13:16:00.000000,Appointment,21:00:00,Yes,Yes,
D8837,2025-01-21 00:40:00.000000,Appointment,07:00:00,No,No,
D8838,2025-01-29 02:33:00.000000,Exercise,10:00:00,No,No,
D8839,2025-01-25 10:35:00.000000,Appointment,14:30:00,No,No,
D8840,2025-01-17 23:59:00.000000,Exercise,14:30:00,Yes,Yes,
D8841,2025-01-18 23:50:00.000000,Medication,06:00:00,Yes,No,
D8842,2025-01-23 04:10:00.000000,Medication,11:00:00,Yes,No,
D8843,2025-01-23 03:02:00.000000,Exercise,21:00:00,No,No,
D8844,2025-01-21 14:09:00.000000,Medication,15:30:00,No,No,
D8845,2025-01-20 05:50:00.000000,Hydration,09:30:00,No,No,
D8846,2025-01-02 02:37:00.000000,Appointment,07:00:00,Yes,Yes,
D8847,2025-01-15 07:08:00.000000,Medication,08:30:00,No,No,
D8848,2025-01-30 06:42:00.000000,Hydration,14:30:00,Yes,Yes,
D8849,2025-01-28 18:41:00.000000,Exercise,20:00:00,No,No,
D8850,2025-01-08 15:11:00.000000,Exercise,19:00:00,No,No,
D8851,2025-01-23 18:06:00.000000,Exercise,12:00:00,No,No,
D8852,2025-01-09 07:46:00.000000,Medication,20:00:00,No,No,
D8853,2025-01-01 23:17:00.000000,Hydration,15:30:00,Yes,Yes,
D8854,2025-01-05 20:16:00.000000,Medication,19:30:00,No,No,
D8855,2025-01-08 15:53:00.000000,Exercise,10:30:00,No,No,
D8856,2025-01-29 10:18:00.000000,Medication,08:00:00,No,No,
D8857,2025-01-01 08:37:00.000000,Hydration,16:00:00,No,No,
D8858,2025-01-25 18:54:00.000000,Medication,10:00:00,Yes,No,
D8859,2025-01-23 18:42:00.000000,Hydration,15:00:00,No,No,
D8860,2025-01-29 01:04:00.000000,Appointment,17:00:00,No,No,
D8861,2025-01-15 13:45:00.000000,Medication,10:30:00,Yes,Yes,
D8862,2025-01-02 08:30:00.000000,Medication,22:30:00,No,No,
D8863,2025-01-05 02:30:00.000000,Medication,07:00:00,No,No,
D8864,2025-01-09 11:30:00.000000,Exercise,19:00:00,Yes,Yes,
D8865,2025-01-12 03:29:00.000000,Exercise,10:30:00,Yes,Yes,
D8866,2025-01-11 05:58:00.000000,Medication,14:00:00,Yes,Yes,
D8867,2025-01-08 20:05:00.000000,Hydration,22:00:00,No,No,
D8868,2025-01-19 16:26:00.000000,Medication,19:00:00,Yes,Yes,
D8869,2025-01-29 19:54:00.000000,Exercise,14:30:00,No,No,
D8870,2025-01-30 20:01:00.000000,Medication,20:30:00,No,No,
D8871,2025-01-23 02:00:00.000000,Appointment,15:00:00,No,No,
D8872,2025-01-04 13:42:00.000000,Medication,08:30:00,Yes,Yes,
D8873,2025-01-12 02:40:00.000000,Appointment,18:00:00,No,No,
D8874,2025-01-20 09:00:00.000000,Exercise,18:00:00,Yes,Yes,
D8875,2025-01-13 22:43:00.000000,Medication,13:30:00,No,No,
D8876,2025-01-10 21:10:00.000000,Medication,06:30:00,No,No,
D8877,2025-01-25 15:00:00.000000,Medication,14:30:00,Yes,Yes,
D8878,2025-01-09 09:21:00.000000,Appointment,10:00:00,Yes,Yes,
D8879,2025-01-12 23:50:00.000000,Medication,17:00:00,Yes,Yes,
D8880,2025-01-26 10:16:00.000000,Hydration,16:30:00,No,No,
D8881,2025-01-08 19:42:00.000000,Exercise,17:30:00,Yes,Yes,
D8882,2025-01-01 19:44:00.000000,Appointment,15:30:00,No,No,
D8883,2025-01-09 19:28:00.000000,Exercise,14:30:00,No,No,
D8884,2025-01-18 00:00:00.000000,Medication,13:00:00,Yes,Yes,
D8885,2025-01-13 08:34:00.000000,Exercise,12:30:00,No,No,
D8886,2025-01-23 11:56:00.000000,Hydration,14:00:00,Yes,Yes,
D8887,2025-01-02 09:53:00.000000,Hydration,14:30:00,No,No,
D8888,2025-01-06 06:05:00.000000,Appointment,13:30:00,Yes,Yes,
D8889,2025-01-19 15:38:00.000000,Medication,13:30:00,No,No,
D8890,2025-01-29 14:16:00.000000,Hydration,22:00:00,Yes,Yes,
D8891,2025-01-27 00:21:00.000000,Hydration,10:00:00,No,No,
D8892,2025-01-23 07:14:00.000000,Appointment,10:30:00,Yes,Yes,
D8893,2025-01-21 00:46:00.000000,Medication,18:00:00,No,No,
D8894,2025-01-13 07:39:00.000000,Medication,13:30:00,Yes,Yes,
D8895,2025-01-11 08:05:00.000000,Medication,10:30:00,Yes,Yes,
D8896,2025-01-01 08:51:00.000000,Appointment,17:00:00,No,No,
D8897,2025-01-27 08:11:00.000000,Hydration,10:00:00,No,No,
D8898,2025-01-24 15:04:00.000000,Appointment,10:30:00,No,No,
D8899,2025-01-06 13:25:00.000000,Medication,11:00:00,No,No,
D8900,2025-01-11 23:20:00.000000,Medication,18:00:00,Yes,Yes,
D8901,2025-01-12 23:30:00.000000,Medication,12:30:00,No,No,
D8902,2025-01-18 02:29:00.000000,Appointment,15:00:00,No,No,
D8903,2025-01-19 11:31:00.000000,Medication,16:00:00,No,No,
D8904,2025-01-13 14:53:00.000000,Hydration,15:00:00,Yes,Yes,
D8905,2025-01-14 22:18:00.000000,Hydration,17:00:00,No,No,
D8906,2025-01-13 12:28:00.000000,Hydration,13:30:00,No,No,
D8907,2025-01-29 19:44:00.000000,Exercise,14:30:00,Yes,Yes,
D8908,2025-01-24 10:59:00.000000,Exercise,22:30:00,Yes,No,
D8909,2025-01-02 04:17:00.000000,Appointment,09:30:00,No,No,
D8910,2025-01-28 14:08:00.000000,Appointment,22:00:00,No,No,
D8911,2025-01-16 14:40:00.000000,Hydration,16:00:00,No,No,
D8912,2025-01-10 06:00:00.000000,Hydration,18:00:00,Yes,No,
D8913,2025-01-14 15:01:00.000000,Hydration,16:30:00,No,No,
D8914,2025-01-24 23:37:00.000000,Hydration,21:00:00,No,No,
D8915,2025-01-20 22:36:00.000000,Medication,07:30:00,No,No,
D8916,2025-01-19 09:25:00.000000,Appointment,17:00:00,Yes,Yes,
D8917,2025-01-16 21:04:00.000000,Hydration,14:00:00,Yes,Yes,
D8918,2025-01-02 00:57:00.000000,Exercise,16:00:00,No,No,
D8919,2025-01-30 04:01:00.000000,Exercise,18:30:00,No,No,
D8920,2025-01-17 12:09:00.000000,Appointment,17:30:00,No,No,
D8921,2025-01-01 20:02:00.000000,Hydration,18:30:00,Yes,Yes,
D8922,2025-01-04 05:32:00.000000,Exercise,09:00:00,No,No,
D8923,2025-01-08 08:48:00.000000,Medication,06:30:00,No,No,
D8924,2025-01-12 04:53:00.000000,Exercise,06:00:00,No,No,
D8925,2025-01-03 05:48:00.000000,Hydration,06:00:00,No,No,
D8926,2025-01-08 16:47:00.000000,Hydration,14:30:00,Yes,Yes,
D8927,2025-01-09 17:06:00.000000,Hydration,14:00:00,No,No,
D8928,2025-01-25 16:27:00.000000,Medication,11:00:00,No,No,
D8929,2025-01-22 04:34:00.000000,Hydration,17:00:00,Yes,No,
D8930,2025-01-02 21:20:00.000000,Medication,17:30:00,No,No,
D8931,2025-01-24 16:22:00.000000,Appointment,07:00:00,No,No,
D8932,2025-01-12 00:18:00.000000,Appointment,16:30:00,No,No,
D8933,2025-01-09 09:43:00.000000,Medication,11:00:00,Yes,Yes,
D8934,2025-01-11 02:53:00.000000,Hydration,09:00:00,No,No,
D8935,2025-01-05 03:11:00.000000,Medication,07:30:00,No,No,
D8936,2025-01-21 10:13:00.000000,Appointment,19:30:00,Yes,No,
D8937,2025-01-23 09:57:00.000000,Hydration,18:00:00,No,No,
D8938,2025-01-05 01:33:00.000000,Medication,11:00:00,Yes,Yes,
D8939,2025-01-01 16:47:00.000000,Medication,16:30:00,Yes,Yes,
D8940,2025-01-20 13:59:00.000000,Hydration,10:30:00,Yes,Yes,
D8941,2025-01-11 05:13:00.000000,Exercise,17:00:00,No,No,
D8942,2025-01-14 16:26:00.000000,Exercise,13:00:00,Yes,Yes,
D8943,2025-01-02 22:03:00.000000,Exercise,17:30:00,No,No,
D8944,2025-01-20 07:17:00.000000,Hydration,22:30:00,No,No,
D8945,2025-01-16 08:47:00.000000,Medication,21:00:00,Yes,Yes,
D8946,2025-01-26 20:54:00.000000,Appointment,07:30:00,Yes,Yes,
D8947,2025-01-04 02:30:00.000000,Exercise,13:30:00,Yes,Yes,
D8948,2025-01-16 08:00:00.000000,Appointment,17:30:00,Yes,Yes,
D8949,2025-01-06 23:44:00.000000,Medication,12:00:00,Yes,No,
D8950,2025-01-09 08:17:00.000000,Appointment,19:00:00,No,No,
D8951,2025-01-26 10:24:00.000000,Appointment,15:30:00,No,No,
D8952,2025-01-15 23:39:00.000000,Appointment,10:00:00,No,No,
D8953,2025-01-24 17:05:00.000000,Exercise,08:00:00,No,No,
D8954,2025-01-12 17:33:00.000000,Appointment,18:00:00,No,No,
D8955,2025-01-28 20:43:00.000000,Medication,08:30:00,No,No,
D8956,2025-01-13 03:34:00.000000,Appointment,14:30:00,No,No,
D8957,2025-01-05 12:59:00.000000,Medication,12:30:00,No,No,
D8958,2025-01-14 04:01:00.000000,Exercise,15:30:00,Yes,Yes,
D8959,2025-01-24 09:49:00.000000,Medication,06:30:00,Yes,Yes,
D8960,2025-01-03 00:03:00.000000,Hydration,21:00:00,Yes,Yes,
D8961,2025-01-30 17:34:00.000000,Hydration,13:00:00,Yes,Yes,
D8962,2025-01-12 14:17:00.000000,Exercise,18:00:00,No,No,
D8963,2025-01-09 03:32:00.000000,Medication,17:30:00,No,No,
D8964,2025-01-07 05:02:00.000000,Exercise,18:00:00,Yes,Yes,
D8965,2025-01-18 02:24:00.000000,Medication,20:30:00,Yes,Yes,
D8966,2025-01-30 00:56:00.000000,Hydration,16:30:00,No,No,
D8967,2025-01-04 23:28:00.000000,Appointment,13:30:00,Yes,Yes,
D8968,2025-01-22 02:31:00.000000,Hydration,08:30:00,No,No,
D8969,2025-01-12 18:43:00.000000,Hydration,06:30:00,No,No,
D8970,2025-01-11 16:21:00.000000,Hydration,20:00:00,No,No,
D8971,2025-01-23 11:35:00.000000,Hydration,14:30:00,Yes,Yes,
D8972,2025-01-19 21:13:00.000000,Appointment,22:00:00,No,No,
D8973,2025-01-05 19:14:00.000000,Medication,21:00:00,No,No,
D8974,2025-01-17 04:06:00.000000,Appointment,11:30:00,No,No,
D8975,2025-01-27 13:42:00.000000,Medication,18:30:00,Yes,Yes,
D8976,2025-01-16 19:25:00.000000,Exercise,10:30:00,No,No,
D8977,2025-01-14 17:46:00.000000,Exercise,11:30:00,Yes,Yes,
D8978,2025-01-19 03:43:00.000000,Appointment,17:30:00,Yes,Yes,
D8979,2025-01-24 21:52:00.000000,Appointment,22:30:00,No,No,
D8980,2025-01-04 19:08:00.000000,Appointment,08:00:00,Yes,Yes,
D8981,2025-01-04 06:03:00.000000,Medication,22:00:00,No,No,
D8982,2025-01-01 13:19:00.000000,Exercise,22:30:00,No,No,
D8983,2025-01-03 03:27:00.000000,Appointment,17:00:00,Yes,No,
D8984,2025-01-12 11:16:00.000000,Medication,20:00:00,No,No,
D8985,2025-01-24 15:28:00.000000,Medication,22:00:00,Yes,No,
D8986,2025-01-08 16:47:00.000000,Appointment,21:30:00,Yes,No,
D8987,2025-01-16 15:16:00.000000,Hydration,12:30:00,Yes,Yes,
D8988,2025-01-04 06:46:00.000000,Medication,21:30:00,No,No,
D8989,2025-01-09 10:51:00.000000,Exercise,17:30:00,Yes,No,
D8990,2025-01-12 14:59:00.000000,Hydration,20:30:00,Yes,Yes,
D8991,2025-01-22 11:17:00.000000,Hydration,06:30:00,No,No,
D8992,2025-01-14 03:52:00.000000,Exercise,10:00:00,Yes,No,
D8993,2025-01-28 01:36:00.000000,Exercise,13:30:00,Yes,Yes,
D8994,2025-01-04 09:14:00.000000,Exercise,07:30:00,No,No,
D8995,2025-01-25 14:56:00.000000,Hydration,15:30:00,No,No,
D8996,2025-01-02 04:44:00.000000,Medication,11:30:00,Yes,Yes,
D8997,2025-01-24 00:54:00.000000,Hydration,09:00:00,Yes,Yes,
D8998,2025-01-17 04:02:00.000000,Hydration,15:30:00,No,No,
D8999,2025-01-18 00:32:00.000000,Appointment,19:00:00,No,No,
D9000,2025-01-27 11:10:00.000000,Appointment,07:00:00,No,No,
D9001,2025-01-10 06:04:00.000000,Appointment,10:30:00,Yes,Yes,
D9002,2025-01-09 17:01:00.000000,Hydration,21:30:00,No,No,
D9003,2025-01-28 00:47:00.000000,Exercise,15:30:00,No,No,
D9004,2025-01-22 21:55:00.000000,Appointment,16:30:00,Yes,Yes,
D9005,2025-01-09 19:10:00.000000,Medication,22:30:00,Yes,Yes,
D9006,2025-01-13 13:27:00.000000,Exercise,09:00:00,Yes,Yes,
D9007,2025-01-13 06:55:00.000000,Hydration,19:30:00,No,No,
D9008,2025-01-11 22:42:00.000000,Exercise,13:30:00,No,No,
D9009,2025-01-30 03:56:00.000000,Appointment,09:00:00,No,No,
D9010,2025-01-09 01:48:00.000000,Medication,09:30:00,Yes,Yes,
D9011,2025-01-14 12:54:00.000000,Hydration,17:00:00,No,No,
D9012,2025-01-06 22:42:00.000000,Appointment,08:30:00,Yes,Yes,
D9013,2025-01-03 17:27:00.000000,Exercise,09:00:00,Yes,No,
D9014,2025-01-17 15:26:00.000000,Appointment,12:30:00,Yes,Yes,
D9015,2025-01-03 22:08:00.000000,Hydration,06:30:00,Yes,Yes,
D9016,2025-01-03 00:12:00.000000,Appointment,11:00:00,No,No,
D9017,2025-01-29 13:03:00.000000,Medication,14:00:00,No,No,
D9018,2025-01-06 06:57:00.000000,Appointment,11:30:00,No,No,
D9019,2025-01-24 14:10:00.000000,Hydration,10:30:00,No,No,
D9020,2025-01-09 01:04:00.000000,Appointment,19:00:00,Yes,No,
D9021,2025-01-05 22:59:00.000000,Hydration,17:30:00,No,No,
D9022,2025-01-09 13:20:00.000000,Medication,21:00:00,Yes,Yes,
D9023,2025-01-18 23:08:00.000000,Medication,12:00:00,No,No,
D9024,2025-01-26 06:17:00.000000,Hydration,10:30:00,No,No,
D9025,2025-01-18 22:17:00.000000,Hydration,21:30:00,Yes,Yes,
D9026,2025-01-15 06:47:00.000000,Medication,13:30:00,Yes,Yes,
D9027,2025-01-21 11:24:00.000000,Medication,07:30:00,No,No,
D9028,2025-01-06 04:13:00.000000,Medication,06:00:00,No,No,
D9029,2025-01-29 06:47:00.000000,Exercise,21:00:00,Yes,Yes,
D9030,2025-01-07 09:34:00.000000,Exercise,19:30:00,Yes,No,
D9031,2025-01-22 04:10:00.000000,Appointment,12:30:00,Yes,Yes,
D9032,2025-01-01 16:01:00.000000,Exercise,14:00:00,Yes,Yes,
D9033,2025-01-29 21:08:00.000000,Exercise,07:00:00,Yes,No,
D9034,2025-01-28 08:02:00.000000,Hydration,22:30:00,No,No,
D9035,2025-01-07 07:37:00.000000,Exercise,16:00:00,No,No,
D9036,2025-01-14 01:13:00.000000,Hydration,08:30:00,No,No,
D9037,2025-01-07 14:22:00.000000,Hydration,11:30:00,Yes,Yes,
D9038,2025-01-09 15:04:00.000000,Hydration,08:00:00,No,No,
D9039,2025-01-20 20:02:00.000000,Hydration,13:30:00,Yes,Yes,
D9040,2025-01-09 18:59:00.000000,Exercise,19:00:00,Yes,No,
D9041,2025-01-04 11:44:00.000000,Appointment,17:30:00,Yes,Yes,
D9042,2025-01-25 04:31:00.000000,Exercise,07:00:00,No,No,
D9043,2025-01-02 21:31:00.000000,Appointment,20:00:00,No,No,
D9044,2025-01-08 09:44:00.000000,Appointment,10:00:00,No,No,
D9045,2025-01-22 10:43:00.000000,Appointment,06:30:00,Yes,Yes,
D9046,2025-01-11 04:34:00.000000,Exercise,19:30:00,Yes,Yes,
D9047,2025-01-28 02:19:00.000000,Hydration,15:30:00,No,No,
D9048,2025-01-27 09:40:00.000000,Hydration,22:30:00,Yes,Yes,
D9049,2025-01-16 07:30:00.000000,Medication,11:30:00,No,No,
D9050,2025-01-13 07:28:00.000000,Medication,22:00:00,Yes,No,
D9051,2025-01-13 18:52:00.000000,Medication,15:00:00,No,No,
D9052,2025-01-04 19:58:00.000000,Medication,13:00:00,Yes,Yes,
D9053,2025-01-03 19:54:00.000000,Appointment,18:30:00,Yes,Yes,
D9054,2025-01-03 01:09:00.000000,Appointment,09:00:00,Yes,Yes,
D9055,2025-01-15 07:28:00.000000,Exercise,18:30:00,Yes,No,
D9056,2025-01-14 21:31:00.000000,Medication,13:30:00,Yes,No,
D9057,2025-01-27 23:09:00.000000,Exercise,22:30:00,Yes,Yes,
D9058,2025-01-06 14:50:00.000000,Appointment,20:30:00,Yes,Yes,
D9059,2025-01-13 13:23:00.000000,Medication,19:30:00,No,No,
D9060,2025-01-26 21:55:00.000000,Hydration,18:00:00,No,No,
D9061,2025-01-29 15:44:00.000000,Appointment,09:00:00,Yes,Yes,
D9062,2025-01-04 18:25:00.000000,Exercise,21:30:00,Yes,Yes,
D9063,2025-01-11 07:20:00.000000,Hydration,20:00:00,Yes,Yes,
D9064,2025-01-07 05:24:00.000000,Medication,09:00:00,No,No,
D9065,2025-01-06 10:06:00.000000,Exercise,14:00:00,No,No,
D9066,2025-01-30 06:21:00.000000,Exercise,14:00:00,No,No,
D9067,2025-01-22 01:27:00.000000,Medication,10:30:00,No,No,
D9068,2025-01-07 14:10:00.000000,Hydration,09:00:00,Yes,No,
D9069,2025-01-03 14:42:00.000000,Medication,10:00:00,No,No,
D9070,2025-01-14 04:18:00.000000,Hydration,19:00:00,Yes,Yes,
D9071,2025-01-24 18:04:00.000000,Exercise,08:00:00,Yes,Yes,
D9072,2025-01-16 23:40:00.000000,Medication,10:30:00,No,No,
D9073,2025-01-15 10:44:00.000000,Appointment,09:30:00,No,No,
D9074,2025-01-25 15:50:00.000000,Exercise,19:00:00,No,No,
D9075,2025-01-25 02:26:00.000000,Hydration,11:30:00,No,No,
D9076,2025-01-24 21:37:00.000000,Exercise,12:00:00,No,No,
D9077,2025-01-10 13:30:00.000000,Hydration,11:30:00,No,No,
D9078,2025-01-20 13:06:00.000000,Hydration,13:00:00,Yes,Yes,
D9079,2025-01-17 08:22:00.000000,Medication,06:30:00,Yes,Yes,
D9080,2025-01-20 18:37:00.000000,Appointment,08:00:00,No,No,
D9081,2025-01-02 04:42:00.000000,Appointment,21:30:00,Yes,Yes,
D9082,2025-01-28 10:09:00.000000,Appointment,08:00:00,Yes,Yes,
D9083,2025-01-29 16:58:00.000000,Medication,19:30:00,Yes,Yes,
D9084,2025-01-27 15:16:00.000000,Medication,19:00:00,No,No,
D9085,2025-01-24 23:00:00.000000,Medication,08:30:00,Yes,Yes,
D9086,2025-01-15 02:58:00.000000,Exercise,17:00:00,No,No,
D9087,2025-01-16 06:38:00.000000,Appointment,16:30:00,No,No,
D9088,2025-01-18 16:36:00.000000,Medication,16:30:00,No,No,
D9089,2025-01-28 15:49:00.000000,Medication,14:00:00,No,No,
D9090,2025-01-06 16:16:00.000000,Appointment,15:30:00,No,No,
D9091,2025-01-05 14:59:00.000000,Medication,17:00:00,No,No,
D9092,2025-01-05 11:44:00.000000,Exercise,12:30:00,No,No,
D9093,2025-01-12 23:53:00.000000,Hydration,06:30:00,No,No,
D9094,2025-01-14 17:24:00.000000,Medication,20:00:00,Yes,No,
D9095,2025-01-10 00:26:00.000000,Exercise,19:00:00,No,No,
D9096,2025-01-11 15:02:00.000000,Exercise,22:00:00,Yes,Yes,
D9097,2025-01-19 07:42:00.000000,Appointment,13:30:00,Yes,Yes,
D9098,2025-01-12 03:09:00.000000,Exercise,18:00:00,Yes,Yes,
D9099,2025-01-04 12:21:00.000000,Medication,19:00:00,No,No,
D9100,2025-01-26 22:39:00.000000,Exercise,17:00:00,No,No,
D9101,2025-01-14 06:51:00.000000,Appointment,18:00:00,No,No,
D9102,2025-01-22 18:50:00.000000,Hydration,08:30:00,No,No,
D9103,2025-01-22 03:03:00.000000,Exercise,08:00:00,Yes,Yes,
D9104,2025-01-25 10:47:00.000000,Hydration,12:00:00,Yes,No,
D9105,2025-01-09 23:28:00.000000,Medication,15:00:00,No,No,
D9106,2025-01-27 12:30:00.000000,Medication,18:30:00,Yes,Yes,
D9107,2025-01-24 01:09:00.000000,Hydration,16:00:00,Yes,Yes,
D9108,2025-01-23 13:16:00.000000,Hydration,08:00:00,Yes,Yes,
D9109,2025-01-10 14:41:00.000000,Hydration,22:00:00,No,No,
D9110,2025-01-25 13:31:00.000000,Hydration,13:30:00,No,No,
D9111,2025-01-13 04:21:00.000000,Appointment,11:30:00,No,No,
D9112,2025-01-21 16:19:00.000000,Medication,19:30:00,Yes,Yes,
D9113,2025-01-04 19:22:00.000000,Hydration,21:30:00,No,No,
D9114,2025-01-29 02:03:00.000000,Medication,17:30:00,No,No,
D9115,2025-01-25 08:36:00.000000,Appointment,21:00:00,Yes,No,
D9116,2025-01-20 04:01:00.000000,Exercise,08:00:00,No,No,
D9117,2025-01-15 12:21:00.000000,Appointment,21:00:00,Yes,No,
D9118,2025-01-22 22:49:00.000000,Hydration,19:00:00,No,No,
D9119,2025-01-25 19:12:00.000000,Appointment,21:00:00,No,No,
D9120,2025-01-18 13:29:00.000000,Medication,11:30:00,No,No,
D9121,2025-01-02 07:19:00.000000,Hydration,14:30:00,No,No,
D9122,2025-01-20 10:06:00.000000,Appointment,06:30:00,Yes,Yes,
D9123,2025-01-10 20:33:00.000000,Medication,09:00:00,No,No,
D9124,2025-01-28 02:00:00.000000,Hydration,09:30:00,No,No,
D9125,2025-01-28 01:16:00.000000,Hydration,06:00:00,Yes,Yes,
D9126,2025-01-20 03:53:00.000000,Appointment,18:30:00,Yes,No,
D9127,2025-01-23 13:04:00.000000,Hydration,11:00:00,Yes,Yes,
D9128,2025-01-06 12:26:00.000000,Exercise,09:30:00,No,No,
D9129,2025-01-19 03:33:00.000000,Exercise,18:30:00,Yes,Yes,
D9130,2025-01-24 05:52:00.000000,Exercise,13:30:00,Yes,No,
D9131,2025-01-05 05:19:00.000000,Medication,21:00:00,No,No,
D9132,2025-01-10 01:32:00.000000,Hydration,06:00:00,No,No,
D9133,2025-01-05 12:24:00.000000,Hydration,14:30:00,Yes,Yes,
D9134,2025-01-18 20:49:00.000000,Medication,11:30:00,Yes,Yes,
D9135,2025-01-02 16:54:00.000000,Hydration,06:00:00,Yes,Yes,
D9136,2025-01-11 12:42:00.000000,Exercise,06:00:00,Yes,Yes,
D9137,2025-01-10 15:57:00.000000,Exercise,11:30:00,No,No,
D9138,2025-01-07 13:46:00.000000,Appointment,15:30:00,Yes,Yes,
D9139,2025-01-10 16:03:00.000000,Exercise,21:30:00,No,No,
D9140,2025-01-28 09:33:00.000000,Appointment,09:30:00,Yes,No,
D9141,2025-01-23 15:17:00.000000,Appointment,06:30:00,No,No,
D9142,2025-01-29 11:49:00.000000,Medication,15:30:00,Yes,No,
D9143,2025-01-18 11:31:00.000000,Appointment,09:30:00,No,No,
D9144,2025-01-30 19:07:00.000000,Hydration,09:00:00,No,No,
D9145,2025-01-20 01:34:00.000000,Appointment,19:00:00,No,No,
D9146,2025-01-26 09:01:00.000000,Appointment,20:00:00,Yes,Yes,
D9147,2025-01-27 06:30:00.000000,Hydration,21:00:00,Yes,Yes,
D9148,2025-01-28 05:11:00.000000,Medication,07:30:00,No,No,
D9149,2025-01-21 13:35:00.000000,Hydration,21:30:00,No,No,
D9150,2025-01-21 10:46:00.000000,Medication,10:00:00,No,No,
D9151,2025-01-08 23:11:00.000000,Appointment,21:30:00,Yes,Yes,
D9152,2025-01-15 08:13:00.000000,Medication,07:00:00,Yes,Yes,
D9153,2025-01-16 20:49:00.000000,Hydration,15:30:00,No,No,
D9154,2025-01-19 09:22:00.000000,Hydration,12:30:00,Yes,Yes,
D9155,2025-01-21 17:13:00.000000,Hydration,11:00:00,Yes,Yes,
D9156,2025-01-11 04:51:00.000000,Appointment,07:30:00,No,No,
D9157,2025-01-19 06:18:00.000000,Medication,14:00:00,No,No,
D9158,2025-01-23 10:26:00.000000,Appointment,17:30:00,Yes,Yes,
D9159,2025-01-29 09:14:00.000000,Exercise,11:00:00,Yes,Yes,
D9160,2025-01-21 23:32:00.000000,Exercise,22:00:00,Yes,No,
D9161,2025-01-12 00:10:00.000000,Medication,22:30:00,No,No,
D9162,2025-01-12 23:23:00.000000,Hydration,14:00:00,No,No,
D9163,2025-01-19 14:22:00.000000,Hydration,07:30:00,Yes,Yes,
D9164,2025-01-12 15:10:00.000000,Appointment,16:30:00,Yes,Yes,
D9165,2025-01-09 00:00:00.000000,Hydration,21:30:00,Yes,No,
D9166,2025-01-25 17:13:00.000000,Appointment,18:30:00,No,No,
D9167,2025-01-14 09:22:00.000000,Appointment,13:30:00,Yes,Yes,
D9168,2025-01-16 12:18:00.000000,Exercise,17:00:00,Yes,Yes,
D9169,2025-01-03 23:38:00.000000,Exercise,10:30:00,Yes,Yes,
D9170,2025-01-27 07:07:00.000000,Medication,07:30:00,No,No,
D9171,2025-01-06 18:41:00.000000,Medication,22:30:00,Yes,No,
D9172,2025-01-15 08:34:00.000000,Hydration,07:30:00,Yes,Yes,
D9173,2025-01-02 22:12:00.000000,Exercise,13:00:00,Yes,No,
D9174,2025-01-06 01:03:00.000000,Exercise,06:00:00,Yes,No,
D9175,2025-01-08 20:01:00.000000,Appointment,09:30:00,Yes,Yes,
D9176,2025-01-07 16:14:00.000000,Hydration,22:30:00,Yes,Yes,
D9177,2025-01-14 13:19:00.000000,Medication,17:30:00,Yes,Yes,
D9178,2025-01-02 12:01:00.000000,Appointment,22:30:00,No,No,
D9179,2025-01-02 09:38:00.000000,Hydration,13:00:00,Yes,Yes,
D9180,2025-01-11 20:06:00.000000,Hydration,06:00:00,Yes,Yes,
D9181,2025-01-26 02:28:00.000000,Hydration,18:00:00,No,No,
D9182,2025-01-16 12:36:00.000000,Hydration,17:30:00,No,No,
D9183,2025-01-15 21:57:00.000000,Exercise,06:30:00,No,No,
D9184,2025-01-26 01:02:00.000000,Appointment,07:30:00,No,No,
D9185,2025-01-24 05:46:00.000000,Medication,11:00:00,No,No,
